City ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
659,Yei,SS,64.96,light rain,4.095,30.6779,Twins Hotel Yei
660,Clarksdale,US,65.91,scattered clouds,34.2001,-90.5709,Americas Best Value Inn & Suites Clarksdale
663,Vila Do Maio,CV,75.99,overcast clouds,15.1333,-23.2167,Hotel Marilu
665,Curug,ID,82.24,light rain,-6.2658,106.5564,BC Lintas Padat Karya
667,Esperance,AU,68.59,broken clouds,-33.8667,121.9,Hospitality Esperance
670,Mendi,PG,63.82,overcast clouds,-6.1761,143.6513,Kiburu Lodge
672,Aloleng,PH,84.09,overcast clouds,16.1307,119.7824,Aloleng
674,Benjamin Hill,MX,61.34,clear sky,30.1667,-111.1,Hotel Benjamín Hill
679,Misratah,LY,66.92,scattered clouds,32.3754,15.0925,Almasa Hotel
681,Olinda,BR,80.33,scattered clouds,-8.0089,-34.8553,Flat Quatro Rodas Olinda
682,Baculin,PH,84.74,overcast clouds,7.4525,126.5842,Baculin Cove Beach Resort
683,Vung Tau,VN,81.34,overcast clouds,10.346,107.0843,Seaside Resort
